name/name,isomeric_smiles,Model,BetaT,GammaT,BetaV,GammaV
Isopentane/Acetone                                        [C5I/ACT],CCC(C)C.CC(=O)C,XR0,1,0.9177,1,1
Isopentane/Ethanol                                        [C5I/ETO],CCC(C)C.CCO,XR0,1.016,0.934,1,1
Isopentane/Benzene                                        [C5I/BEN],CCC(C)C.C1=CC=CC=C1,XR0,1,0.99,1,1
Isopentane/Cyclohexane                                    [C5I/CC6],CCC(C)C.C1CCCCC1,XR0,1,0.9961,1,1
Isopentane/Methylcyclohexane                              [C5I/C1CC6],CCC(C)C.CC1CCCCC1,XR0,1,1.005,1,1
Isopentane/Toluene                                        [C5I/TOL],CCC(C)C.CC1=CC=CC=C1,XR0,1,1,1,1
Isopentane/Dodecane                                       [C5I/C12],CCC(C)C.CCCCCCCCCCCC,XR0,1,1.13,1,1
Perfluoropentane/Pentane                                  [C5F12/C5],C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F.CCCCC,XR0,0.973039981,0.8914,1,1
R141b/Pentane                                             [R141B/C5],CC(F)(Cl)Cl.CCCCC,XR0,1,0.977,1,1
RE347mcc/Pentane                                          [RE347MCC/C5],COC(C(C(F)(F)F)(F)F)(F)F.CCCCC,XR0,1,0.928,1,1
RE347mcc/Novec649                                         [RE347MCC/N649],COC(C(C(F)(F)F)(F)F)(F)F.C(=O)(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(F)F,XR0,1.011122346,0.98,1,1
Diethyl ether/Acetone                                     [DEE/ACT],CCOCC.CC(=O)C,XR0,1.010090807,0.97127,1,1
Diethyl ether/Methanol                                    [DEE/MEO],CCOCC.CO,XR0,1.004170017,0.94684,1,1
Diethyl ether/Hexane                                      [DEE/C6],CCOCC.CCCCCC,XR0,0.997729965,0.99035,1,1
Diethyl ether/Ethanol                                     [DEE/ETO],CCOCC.CCO,XR0,1.008970046,0.97226,1,1
Diethyl ether/Benzene                                     [DEE/BEN],CCOCC.C1=CC=CC=C1,XR0,0.999080846,1.00226,1,1
Diethyl ether/Water                                       [DEE/H2O],CCOCC.O,XR0,0.96917,0.84219,1,1
Pentane/Novec649                                          [C5/N649],CCCCC.C(=O)(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(F)F,XR0,1,0.894,1,1
Pentane/Acetone                                           [C5/ACT],CCCCC.CC(=O)C,XR0,1.005833836,0.9221,1,1
Pentane/Ethanol                                           [C5/ETO],CCCCC.CCO,XR0,1.028,0.923,1,1.025
Pentane/Benzene                                           [C5/BEN],CCCCC.C1=CC=CC=C1,XR0,1,0.976,1,1
Pentane/Cyclohexane                                       [C5/CC6],CCCCC.C1CCCCC1,XR0,1,0.9961,1,1
Pentane/Methylcyclohexane                                 [C5/C1CC6],CCCCC.CC1CCCCC1,XR0,1,1.003,0.995,1
Pentane/Toluene                                           [C5/TOL],CCCCC.CC1=CC=CC=C1,XR0,1,0.992,1,1
Pentane/Dodecane                                          [C5/C12],CCCCC.CCCCCCCCCCCC,XR0,1,1.114,1,1.047
Pentane/Hexadecane                                        [C5/C16],CCCCC.CCCCCCCCCCCCCCCC,XR0,0.9833,1.1486,1,1
R113/Acetone                                              [R113/ACT],C(C(F)(Cl)Cl)(F)(F)Cl.CC(=O)C,XR0,1.003713741,0.95086,1,1
R113/Hexane                                               [R113/C6],C(C(F)(Cl)Cl)(F)(F)Cl.CCCCCC,XR0,1.00060036,0.98509,1,1
R113/Ethanol                                              [R113/ETO],C(C(F)(Cl)Cl)(F)(F)Cl.CCO,XR0,1.011940903,0.90301,1,1
R113/Benzene                                              [R113/BEN],C(C(F)(Cl)Cl)(F)(F)Cl.C1=CC=CC=C1,XR0,0.996293787,0.97215,1,1
R113/Heptane                                              [R113/C7],C(C(F)(Cl)Cl)(F)(F)Cl.CCCCCCC,XR0,1.004247969,0.99057,1,1
Cyclopentane/Ethanol                                      [CC5/ETO],C1CCCC1.CCO,XR0,1.087665869,0.9055,1,0.9916
Cyclopentane/Benzene                                      [CC5/BEN],C1CCCC1.C1=CC=CC=C1,XR0,1,0.9859,1,1
Cyclopentane/Cyclohexane                                  [CC5/CC6],C1CCCC1.C1CCCCC1,XR0,1,1.0014,1,1
Cyclopentane/D4                                           [CC5/D4],C1CCCC1.C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,XR0,0.99608,1.03293,1,1
Acetone/Methanol                                          [ACT/MEO],CC(=O)C.CO,XR0,1,0.97,1,1.007
Acetone/Hexane                                            [ACT/C6],CC(=O)C.CCCCCC,XR0,1,0.9194,1,1
Acetone/Ethanol                                           [ACT/ETO],CC(=O)C.CCO,XR0,1.005,0.975,1,0.997
Acetone/Benzene                                           [ACT/BEN],CC(=O)C.C1=CC=CC=C1,XR0,1,0.984,1,0.9826
Acetone/Dimethyl carbonate                                [ACT/DMC],CC(=O)C.COC(=O)OC,XR0,1,1.00016,1,1
Acetone/Heptane                                           [ACT/C7],CC(=O)C.CCCCCCC,XR0,1,0.9146,1,1.0198
Acetone/Isooctane                                         [ACT/C8I],CC(=O)C.CC(C)CC(C)(C)C,XR0,1.004510049,0.93534,1,1
Acetone/Water                                             [ACT/H2O],CC(=O)C.O,XR0,0.98882,0.925278,1.008091,0.923029
Acetone/Methylcyclohexane                                 [ACT/C1CC6],CC(=O)C.CC1CCCCC1,XR0,1,0.919,1,1
Acetone/Toluene                                           [ACT/TOL],CC(=O)C.CC1=CC=CC=C1,XR0,1,0.98,1,0.9962
Acetone/Octane                                            [ACT/C8],CC(=O)C.CCCCCCCC,XR0,1.0196,0.9277,1,1.0352
Acetone/p-Xylene                                          [ACT/XYP],CC(=O)C.CC1=CC=C(C=C1)C,XR0,1.0007,0.9752,1,1
Acetone/Nonane                                            [ACT/C9],CC(=O)C.CCCCCCCCC,XR0,1.0246,0.9409,1,1.0466
Acetone/Decane                                            [ACT/C10],CC(=O)C.CCCCCCCCCC,XR0,1.044,0.9779,1,1.0563
Acetone/Undecane                                          [ACT/C11],CC(=O)C.CCCCCCCCCCC,XR0,1.044,0.98,1,1.075
Acetone/Ethylene glycol                                   [ACT/EGLY],CC(=O)C.C(CO)O,XR0,0.9975,1.0468,1,0.9108
Acetone/Dodecane                                          [ACT/C12],CC(=O)C.CCCCCCCCCCCC,XR0,1.044,0.995,1,1.0915
Isohexane/Methanol                                        [C6I/MEO],CCCC(C)C.CO,XR0,1.00691,0.88008,1,1
Isohexane/Hexane                                          [C6I/C6],CCCC(C)C.CCCCCC,XR0,1.000460212,0.9986,1,1
Isohexane/Ethanol                                         [C6I/ETO],CCCC(C)C.CCO,XR0,1.0146413,0.90538,1,1
Isohexane/Benzene                                         [C6I/BEN],CCCC(C)C.C1=CC=CC=C1,XR0,0.9936111,0.97119,1,1
Isohexane/Heptane                                         [C6I/C7],CCCC(C)C.CCCCCCC,XR0,0.9990309,1.00472,1,1
Methanol/Ethanol                                          [MEO/ETO],CO.CCO,XR0,1,0.999,1,1.012
Methanol/Benzene                                          [MEO/BEN],CO.C1=CC=CC=C1,XR0,0.978473581,0.901,1,1
Methanol/Dimethyl carbonate                               [MEO/DMC],CO.COC(=O)OC,XR0,1,0.9369,1,1
Methanol/Water                                            [MEO/H2O],CO.O,XR0,0.995024876,0.961,1,1.034
Methanol/MM                                               [MEO/MM],CO.C[Si](C)(C)O[Si](C)(C)C,XR0,1.02619,0.90636,1,1
Methanol/Methylcyclohexane                                [MEO/C1CC6],CO.CC1CCCCC1,XR0,1.01,0.864,0.978,1.041
Methanol/Octane                                           [MEO/C8],CO.CCCCCCCC,XR0,1.074113856,0.881,1,1.124
Methanol/Ethylbenzene                                     [MEO/EBE],CO.CCC1=CC=CC=C1,XR0,0.9989112,0.89432,1,1
Methanol/m-Xylene                                         [MEO/XYM],CO.CC1=CC(=CC=C1)C,XR0,0.99745,0.88973,1,1
Methanol/Nonane                                           [MEO/C9],CO.CCCCCCCCC,XR0,1.074113856,0.893,1,1.118
Methanol/Undecane                                         [MEO/C11],CO.CCCCCCCCCCC,XR0,1.105729892,0.95529,1,1
Methanol/Dodecane                                         [MEO/C12],CO.CCCCCCCCCCCC,XR0,1.109742429,0.79118,1,1
Hexane/Ethanol                                            [C6/ETO],CCCCCC.CCO,XR0,1.013,0.901,1.022,1.026
Hexane/Isooctane                                          [C6/C8I],CCCCCC.CC(C)CC(C)(C)C,XR0,1.00668,1.00427,1,1
Hexane/MM                                                 [C6/MM],CCCCCC.C[Si](C)(C)O[Si](C)(C)C,XR0,0.995,1.00697,1,1
Hexane/Methylcyclohexane                                  [C6/C1CC6],CCCCCC.CC1CCCCC1,XR0,1,0.998,1,0.998
Hexane/Ethylbenzene                                       [C6/EBE],CCCCCC.CCC1=CC=CC=C1,XR0,1.0002601,0.99383,1,1
Hexane/p-Xylene                                           [C6/XYP],CCCCCC.CC1=CC=C(C=C1)C,XR0,1.00071,0.99711,1,1
Hexane/m-Xylene                                           [C6/XYM],CCCCCC.CC1=CC(=CC=C1)C,XR0,1.01308,0.99672,1,1
Hexane/o-Xylene                                           [C6/XYO],CCCCCC.CC1=CC=CC=C1C,XR0,1.00096,1.00154,1,1
Ethanol/Dimethyl carbonate                                [ETO/DMC],CCO.COC(=O)OC,XR0,0.9977,0.9414,1,1
Ethanol/Heptane                                           [ETO/C7],CCO.CCCCCCC,XR0,0.98095996,0.8981,1,1
Ethanol/MM                                                [ETO/MM],CCO.C[Si](C)(C)O[Si](C)(C)C,XR0,0.99498,0.91176,1,1
Ethanol/Methylcyclohexane                                 [ETO/C1CC6],CCO.CC1CCCCC1,XR0,0.9749534,0.9013,1,1
Ethanol/Octane                                            [ETO/C8],CCO.CCCCCCCC,XR0,0.985221675,0.887,0.986193294,1.036
Ethanol/Ethylbenzene                                      [ETO/EBE],CCO.CCC1=CC=CC=C1,XR0,0.9898638,0.90463,1,1
Ethanol/p-Xylene                                          [ETO/XYP],CCO.CC1=CC=C(C=C1)C,XR0,0.97813,0.9059,1,1
Ethanol/o-Xylene                                          [ETO/XYO],CCO.CC1=CC=CC=C1C,XR0,0.98697,0.90681,1,1
Ethanol/Nonane                                            [ETO/C9],CCO.CCCCCCCCC,XR0,1.02145046,0.9,1,1.048
Ethanol/Decane                                            [ETO/C10],CCO.CCCCCCCCCC,XR0,1.004016064,0.894,1,1.059
Benzene/Dimethyl carbonate                                [BEN/DMC],C1=CC=CC=C1.COC(=O)OC,XR0,1,0.9858,1,1
Benzene/Isooctane                                         [BEN/C8I],C1=CC=CC=C1.CC(C)CC(C)(C)C,XR0,1.008609999,0.96998,1,1
Benzene/Methylcyclohexane                                 [BEN/C1CC6],C1=CC=CC=C1.CC1CCCCC1,XR0,1.003,0.98,1,1.014
Benzene/Ethylbenzene                                      [BEN/EBE],C1=CC=CC=C1.CCC1=CC=CC=C1,XR0,0.99807,1.01425,1,1
Benzene/p-Xylene                                          [BEN/XYP],C1=CC=CC=C1.CC1=CC=C(C=C1)C,XR0,1.00112,1.00639,1,1
Benzene/m-Xylene                                          [BEN/XYM],C1=CC=CC=C1.CC1=CC(=CC=C1)C,XR0,0.99896,1.00464,1,1
Benzene/o-Xylene                                          [BEN/XYO],C1=CC=CC=C1.CC1=CC=CC=C1C,XR0,1.01414,1.00329,1,1
Benzene/D4                                                [BEN/D4],C1=CC=CC=C1.C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,XR0,1.01222,0.98954,1,1
Benzene/Dodecane                                          [BEN/C12],C1=CC=CC=C1.CCCCCCCCCCCC,XR0,1.007170044,1.02547,1,1
Cyclohexane/Dimethyl carbonate                            [CC6/DMC],C1CCCCC1.COC(=O)OC,XR0,1.0091,0.9299,1,1
Cyclohexane/Isooctane                                     [CC6/C8I],C1CCCCC1.CC(C)CC(C)(C)C,XR0,1.001900003,0.99375,1,1
Cyclohexane/Methylcyclohexane                             [CC6/C1CC6],C1CCCCC1.CC1CCCCC1,XR0,1,1,1,1
Cyclohexane/Ethylbenzene                                  [CC6/EBE],C1CCCCC1.CCC1=CC=CC=C1,XR0,1.0043,0.99414,1,1
Cyclohexane/p-Xylene                                      [CC6/XYP],C1CCCCC1.CC1=CC=C(C=C1)C,XR0,1.00184,0.99198,1,1
Cyclohexane/m-Xylene                                      [CC6/XYM],C1CCCCC1.CC1=CC(=CC=C1)C,XR0,1.00315,0.99328,1,1
Cyclohexane/o-Xylene                                      [CC6/XYO],C1CCCCC1.CC1=CC=CC=C1C,XR0,1.00392,0.99006,1,1
Dimethyl carbonate/Heptane                                [DMC/C7],COC(=O)OC.CCCCCCC,XR0,1,0.9256,1,1.0133
Dimethyl carbonate/Water                                  [DMC/H2O],COC(=O)OC.O,XR0,0.949487277,0.8581,1,1
Dimethyl carbonate/Toluene                                [DMC/TOL],COC(=O)OC.CC1=CC=CC=C1,XR0,1,0.9766,1,1
Dimethyl carbonate/Octane                                 [DMC/C8],COC(=O)OC.CCCCCCCC,XR0,1.013479274,0.9247,1,1.0273
Dimethyl carbonate/Nonane                                 [DMC/C9],COC(=O)OC.CCCCCCCCC,XR0,1.021346134,0.9302,1,1.0357
Dimethyl carbonate/Decane                                 [DMC/C10],COC(=O)OC.CCCCCCCCCC,XR0,1.017293998,0.9217,1,1.0432
Dimethyl carbonate/Ethylene glycol                        [DMC/EGLY],COC(=O)OC.C(CO)O,XR0,0.9876,0.9898,1,1
Heptane/Methylcyclohexane                                 [C7/C1CC6],CCCCCCC.CC1CCCCC1,XR0,1,0.998,1,1.003
Heptane/Ethylbenzene                                      [C7/EBE],CCCCCCC.CCC1=CC=CC=C1,XR0,0.9996002,0.98665,1,1
Heptane/p-Xylene                                          [C7/XYP],CCCCCCC.CC1=CC=C(C=C1)C,XR0,0.99936,0.98957,1,1
Heptane/m-Xylene                                          [C7/XYM],CCCCCCC.CC1=CC(=CC=C1)C,XR0,0.99846,0.9896,1,1
Heptane/o-Xylene                                          [C7/XYO],CCCCCCC.CC1=CC=CC=C1C,XR0,0.99904,0.98672,1,1
Heptane/Dodecane                                          [C7/C12],CCCCCCC.CCCCCCCCCCCC,XR0,1,1.019,1,1.02
Isooctane/Toluene                                         [C8I/TOL],CC(C)CC(C)(C)C.CC1=CC=CC=C1,XR0,0.99502,0.9779,1,1
Isooctane/Octane                                          [C8I/C8],CC(C)CC(C)(C)C.CCCCCCCC,XR0,1.001289962,1.00412,1,1
Isooctane/Ethylbenzene                                    [C8I/EBE],CC(C)CC(C)(C)C.CCC1=CC=CC=C1,XR0,0.9990409,0.98599,1,1
Isooctane/p-Xylene                                        [C8I/XYP],CC(C)CC(C)(C)C.CC1=CC=C(C=C1)C,XR0,0.99929,0.99104,1,1
Isooctane/m-Xylene                                        [C8I/XYM],CC(C)CC(C)(C)C.CC1=CC(=CC=C1)C,XR0,0.99628,1.0016,1,1
Isooctane/o-Xylene                                        [C8I/XYO],CC(C)CC(C)(C)C.CC1=CC=CC=C1C,XR0,0.99859,0.98905,1,1
Water/Heavy water                                         [H2O/D2O],O.[2H]O[2H],XR0,1.004248,1.00379,1,1
Water/Ethylene glycol                                     [H2O/EGLY],O.C(CO)O,XR0,1.006062027,0.9986637,1.009003235,1.066166
Water/Dodecane                                            [H2O/C12],O.CCCCCCCCCCCC,XR0,1.0801469,0.7908,1,0.5514
MM/Toluene                                                [MM/TOL],C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C.CC1=CC=CC=C1,XR0,0.999100011,0.97446,1,1
Methylcyclohexane/Toluene                                 [C1CC6/TOL],CC1CCCCC1.CC1=CC=CC=C1,XR0,1,0.987,1,1.006
Methylcyclohexane/Octane                                  [C1CC6/C8],CC1CCCCC1.CCCCCCCC,XR0,1,1.01,1,1.01
Methylcyclohexane/Ethylbenzene                            [C1CC6/EBE],CC1CCCCC1.CCC1=CC=CC=C1,XR0,1.00103998,0.99289,1,1
Methylcyclohexane/p-Xylene                                [C1CC6/XYP],CC1CCCCC1.CC1=CC=C(C=C1)C,XR0,1.001329966,0.99463,1,1
Methylcyclohexane/o-Xylene                                [C1CC6/XYO],CC1CCCCC1.CC1=CC=CC=C1C,XR0,1.00132004,0.99508,1,1
Methylcyclohexane/Nonane                                  [C1CC6/C9],CC1CCCCC1.CCCCCCCCC,XR0,1,1.02,1,1.02
Methylcyclohexane/Decane                                  [C1CC6/C10],CC1CCCCC1.CCCCCCCCCC,XR0,1,1.035,1,1.03
Toluene/Ethylbenzene                                      [TOL/EBE],CC1=CC=CC=C1.CCC1=CC=CC=C1,XR0,0.9971283,1.00252,1,1
Toluene/p-Xylene                                          [TOL/XYP],CC1=CC=CC=C1.CC1=CC=C(C=C1)C,XR0,1.0008507,0.99999,1,1
Toluene/m-Xylene                                          [TOL/XYM],CC1=CC=CC=C1.CC1=CC(=CC=C1)C,XR0,1.0035123,0.99601,1,1
Toluene/o-Xylene                                          [TOL/XYO],CC1=CC=CC=C1.CC1=CC=CC=C1C,XR0,1.001743,1.00209,1,1
Toluene/Dodecane                                          [TOL/C12],CC1=CC=CC=C1.CCCCCCCCCCCC,XR0,1.004944326,1.01727,1,1
Octane/Ethylbenzene                                       [C8/EBE],CCCCCCCC.CCC1=CC=CC=C1,XR0,0.9992206,0.98584,1,1
Octane/p-Xylene                                           [C8/XYP],CCCCCCCC.CC1=CC=C(C=C1)C,XR0,0.99788,0.98651,1,1
Octane/m-Xylene                                           [C8/XYM],CCCCCCCC.CC1=CC(=CC=C1)C,XR0,0.9996901,0.99296,1,1
Octane/o-Xylene                                           [C8/XYO],CCCCCCCC.CC1=CC=CC=C1C,XR0,0.99933,0.99245,1,1
Octane/Dodecane                                           [C8/C12],CCCCCCCC.CCCCCCCCCCCC,XR0,0.99884,1.025,1,1
Ethylbenzene/p-Xylene                                     [EBE/XYP],CCC1=CC=CC=C1.CC1=CC=C(C=C1)C,XR0,0.999479971,0.99905,1,1
Ethylbenzene/m-Xylene                                     [EBE/XYM],CCC1=CC=CC=C1.CC1=CC(=CC=C1)C,XR0,1.000120014,0.99939,1,1
Ethylbenzene/o-Xylene                                     [EBE/XYO],CCC1=CC=CC=C1.CC1=CC=CC=C1C,XR0,1.001530037,0.99924,1,1
Ethylbenzene/Nonane                                       [EBE/C9],CCC1=CC=CC=C1.CCCCCCCCC,XR0,1.00375001,0.98564,1,1
p-Xylene/Nonane                                           [XYP/C9],CC1=CC=C(C=C1)C.CCCCCCCCC,XR0,0.999390372,0.99387,1,1
p-Xylene/Decane                                           [XYP/C10],CC1=CC=C(C=C1)C.CCCCCCCCCC,XR0,1.001011021,0.99262,1,1
p-Xylene/Undecane                                         [XYP/C11],CC1=CC=C(C=C1)C.CCCCCCCCCCC,XR0,1.000190036,1.0018,1,1
m-Xylene/o-Xylene                                         [XYM/XYO],CC1=CC(=CC=C1)C.CC1=CC=CC=C1C,XR0,1.00073,0.99997,1,1
m-Xylene/Nonane                                           [XYM/C9],CC1=CC(=CC=C1)C.CCCCCCCCC,XR0,1.002270041,0.98031,1,1
m-Xylene/Decane                                           [XYM/C10],CC1=CC(=CC=C1)C.CCCCCCCCCC,XR0,0.999650122,0.99369,1,1
m-Xylene/Undecane                                         [XYM/C11],CC1=CC(=CC=C1)C.CCCCCCCCCCC,XR0,0.999100809,1.00198,1,1
o-Xylene/Nonane                                           [XYO/C9],CC1=CC=CC=C1C.CCCCCCCCC,XR0,1.002908434,0.98501,1,1
o-Xylene/Decane                                           [XYO/C10],CC1=CC=CC=C1C.CCCCCCCCCC,XR0,1.001351825,0.99471,1,1
o-Xylene/Undecane                                         [XYO/C11],CC1=CC=CC=C1C.CCCCCCCCCCC,XR0,1.001903617,0.99825,1,1
MDM/D4                                                    [MDM/D4],C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C.C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,XR0,0.998263,0.99969,1,1
Methyl palmitate/Methyl oleate                            [MPLMT/MOLEA],CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCC/C=C\CCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl palmitate/Methyl linoleate                         [MPLMT/MLNLT],CCCCCCCCCCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl palmitate/Methyl linolenate                        [MPLMT/MLNLNT],CCCCCCCCCCCCCCCC(=O)OC.CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl palmitate/Methyl stearate                          [MPLMT/MSTRT],CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl oleate/Methyl linoleate                            [MOLEA/MLNLT],CCCCCCCC/C=C\CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl oleate/Methyl linolenate                           [MOLEA/MLNLNT],CCCCCCCC/C=C\CCCCCCCC(=O)OC.CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl oleate/Methyl stearate                             [MOLEA/MSTRT],CCCCCCCC/C=C\CCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl linoleate/Methyl linolenate                        [MLNLT/MLNLNT],CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl linoleate/Methyl stearate                          [MLNLT/MSTRT],CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC,XR0,1,1,1,1
Methyl linolenate/Methyl stearate                         [MLNLNT/MSTRT],CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC,XR0,1,1,1,1
Ammonia/Hydrazine                                         [NH3/N2H4],N.NN,XR0,1.014,1.053,1,1
Ammonia/Monomethylhydrazine                               [NH3/MMH],N.CNN,XR0,1,1.049,1,1
Hydrazine/Monomethylhydrazine                             [N2H4/MMH],NN.CNN,XR0,1,0.9695,1,1